id,developer
1078535,Walter Machado
1078536,AMG Games
1078537,Neox Studios
1078537,Assemble Entertainment
1078538,Nintendo
1078538,"Intelligent Systems Co., Ltd."
1078539,United Independent Entertainment GmbH
1078540,Nintendo
1078541,LIFE0
1078541,Fruitbat Factory
1078542,L. Stotch
1078544,Educational Games
1078546,Sacada
1078547,Cleril Calamity Studios
1078548,Sergej110
1078552,Argonaut Games
1078552,Nintendo
1078553,Studio MDHR
1078554,Bigben Interactive
1078554,Appeal Studios
1078555,EA Sports
1078555,EA Romania
1078556,Intermediaware
1078557,Racing Bros
1078560,Mathias
1078563,Racing Bros
1078564,Sacada
1078566,myformerselves
1078566,The Gunseed Collab
1078568,Lost the Game Studios
1078568,bitComposer Interactive
1078569,EA Romania
1078569,EA Sports
1078570,Nintendo
1078571,EA Sports
1078571,EA Romania
1078572,AMISOGUMI
1078572,Pujia8 Studio
1078573,Meyer Games
1078576,Culture Brain Inc.
1078576,retro-bit
1078577,Data East
1078577,JNNEX
1078578,Culture Brain Inc.
1078578,JNNEX
1078579,Jaleco Ltd.
1078579,retro-bit
1078580,Waldemar Umaniz
1078581,RetroWorks
1078582,milk+
1078583,Sonic 2 HD Team
1078585,AasiPelit
1078586,Square Enix
1078587,8-Bit Productions
1078589,Riaise
1078590,Culture Brain Inc.
1078590,retro-bit
1078597,Arzola's
1078602,ROSEVERTE
1078602,Bakufu Narayama
1078603,Stairfall Institute
1078606,Qubic Games
1078606,Little Chicken Game Company B.V.
1078609,Fibrum
1078609,Singularity Lab
1078610,Emprom Game
1078611,SEROSOO
1078611,PsychoFlux Entertainment
1078614,pg5-Studio
1078615,Buster Hudson
1078616,Stephen Granade
1078617,Mike Spivey
1078618,Liza Daly
1078619,Arthur DiBianca
1078622,CoaguCo Industries
1078627,Chandler Groover
1078628,SEROSOO
1078628,PsychoFlux Entertainment
1078629,Failbetter Games
1078633,ERS G Studios
1078633,Big Fish Games
1078635,VR Factory
1078640,LunaRed
1078642,Moonray Studios
1078643,Chorus Worldwide
1078643,Mad Mimic Interactive
1078645,14313
1078647,Ducat
1078648,Cosmo D Studios
1078648,Alliance Digital Media
1078651,Vast Studios
1078651,Big Fish Games
1078654,Bart Bonte
1078655,Joshua Keith
1078657,B Movie Games
1078658,Telltale Games
1078660,Chronicle Games
1078661,Unbound Creations LLC
1078662,Telltale Games
1078665,Turn 10 Studios
1078665,Microsoft Studios
1078666,Woodsy Studio
1078667,THQ Nordic
1078667,Airship Syndicate
1078668,Airdorf Games
1078669,Microsoft Studios
1078669,Turn 10 Studios
1078670,Wooga
1078672,Versus Evil
1078672,Tuatara Games
1078673,Barbarian
1078673,SMW Central
1078675,NTT Solmare Corp.
1078676,10tons Ltd.
1078676,10tons
1078679,Retro Army Limited
1078682,Stage Clear Studios
1078682,Digerati Distribution
1078685,Metal Fox
1078690,Sapphire Dragon Productions
1078695,Studio Wildcard
1078695,Snail Games
1078696,Dark Seas Interactive
1078696,Tripwire Interactive
1078699,Sapphire Dragon Productions
1078700,Konami
1078702,Auroch Digital
1078703,UFO Interactive Games
1078703,"MOSS Co., Ltd."
1078704,Headup Games
1078704,Pixel Perfex
1078705,Dieselmine
1078705,SakuraGame
1078706,After Death Team
1078715,Sigma Team Inc.
1078718,Firefly Studios
1078719,HAMSTER
1078720,Moyashi Research Institute
1078721,Gaco Games
1078722,ninedux
1078723,Otomate
1078723,Idea Factory
1078724,Rising Star Games
1078724,Bitmap Bureau Ltd.
1078725,Nintendo
1078726,Team GrisGris
1078726,PLAYISM
1078727,AlphaDream
1078727,Nintendo
1078728,Humble Bundle
1078728,Gears for Breakfast
1078729,AlphaDream
1078729,Nintendo
1078730,Xaviant
1078731,Jamo Games
1078732,Autarca Studio
1078733,Xaviant
1078736,Moyashi Research Institute
1078742,HexWar Games
1078743,Hajime Doujin Circle
1078744,RandomSpin
1078745,Aerilon Studios
1078746,Sacada
1078750,Red Chain Games Ltd.
1078752,All Seeing Eye Games
1078753,Pilgrim Adventures
1078753,GrabTheGames
1078754,Jan Zelený
1078755,For Kids
1078758,Kate Barrett
1078759,Pilgrim Adventures
1078759,GrabTheGames
1078761,CrazyBits Studios
1078762,Bigmoon Entertainment
1078763,Cheetah Mobile Inc
1078763,Emerald City Games
1078765,Lion Studios
1078765,Alegrium
1078766,"38,9_Degrees"
1078767,Vyacheslav Shilikhin
1078768,André Birnfeld
1078769,"38,9_Degrees"
1078773,NedoStudio
1078783,DeerFarm
1078783,EastAsiaSoft
1078786,Frank Lantz
1078786,Everybody House Games
1078787,Colossal Order Ltd.
1078787,Paradox Interactive
1078788,mohawk games
1078788,Stardock Entertainment
1078791,Homewreckers Studio
1078794,Ratalaika Games
1078794,Rohan Narang
1078795,Monolith Productions
1078795,WB Games
1078796,Ultimate Games
1078797,Dennaton Games
1078797,Devolver Digital
1078798,Monolith Productions
1078798,WB Games
1078801,Blender Games
1078802,4A Games
1078802,Oculus Studios
1078803,Beard Games Studio
1078803,Sometimes You
1078804,WB Games
1078804,Monolith Productions
1078805,Deck13 Interactive
1078805,Focus Entertainment
1078807,Kool2Play
1078809,Blender Games
1078811,Monolith Productions
1078811,WB Games
1078812,Monolith Productions
1078812,WB Games
1078813,WB Games
1078813,Monolith Productions
1078814,Charlie's Games
1078814,R C Knight
1078815,WB Games
1078815,Monolith Productions
1078816,GameTrust
1078816,Tequila Works
1078817,Dennaton Games
1078817,Devolver Digital
1078818,Telltale Games
1078820,StephenAllen
1078821,4A Games
1078821,Oculus Studios
1078824,Kemco
1078824,Hit-Point
1078825,BKOM Studios
1078826,Ktulhu Solutions
1078826,Sometimes You
1078828,凝冰剑斩
1078831,For Kids
1078835,Oculus Studios
1078835,Turtle Rock Studios
1078836,Hannibal Stuff
1078837,Ghostbutter
1078839,Kongregate
1078841,Hannibal Stuff
1078843,For Kids
1078844,Crate Entertainment
1078846,For Kids
1078851,Kemco
1078851,Hit-Point
1078855,Amaweks
1078856,10950
1078858,Sting Entertainment
1078858,Compile Heart
1078859,SNK
1078859,HAMSTER
1078860,Compile Heart
1078861,MariaCrown
1078861,PROTOTYPE
1078862,Dlareme
1078863,P.Rex
1078864,Fully Illustrated
1078864,Darkwind Media Ltd.
1078865,Klabater
1078867,JetCat Games
1078867,Klabater
1078868,Tokyo RPG Factory
1078868,Square Enix
1078869,Neckbolt
1078869,Plug In Digital
1078870,Robert Wahler
1078870,Wahler Digital
1078871,Racing Bros
1078872,Fukazume Kizoku
1078873,13856
1078873,13857
1078874,Byzantine Games
1078874,Slitherine Ltd.
1078875,Digital Extremes
1078877,Rising Star Games
1078879,Compile Heart
1078881,Progorion
1078882,Bethesda Softworks
1078882,Tango Gameworks
1078884,P.Rex
1078888,Studio229
1078890,RandomSpin
1078891,Storia
1078891,Narrator
1078894,Meldac
1078896,Big Fish Games
1078896,ERS G Studios
1078899,2K Sports
1078902,Kalypso Media Digital
1078902,Realmforge Studios
1078905,PlayWay
1078905,Code Horizon
1078906,Rising Star Games
1078906,Daylight Studios
1078907,Pixel with Hat
1078911,Nickervision Studios
1078914,2K Sports
1078915,Top Shelf Studios
1078917,Game Soup LLC
1078920,SinnStudio
1078921,Zephyo
1078921,Angela He
1078925,BUG-Studio
1078925,Ratalaika Games
1078926,Wolfire Games
1078929,RewindApp
1078930,Peace
1078931,Atlus
1078931,Team Ladybug
1078932,3 Sprockets
1078933,Ubisoft Entertainment
1078933,Ubisoft San Francisco
1078936,Black Potion
1078937,NetherRealm Studios
1078940,SIE Japan Studio
1078940,Sony Interactive Entertainment
1078941,Ninja Kiwi
1078943,Grid Sage Games
1078944,Ankama Games
1078946,Supine
1078952,Ubisoft Entertainment
1078952,Ubisoft San Francisco
1078953,Sony Interactive Entertainment
1078953,Polyphony Digital
1078954,"Jackbox Games, Inc."
1078955,ShotX Studio
1078955,Meridian4
1078956,Yuke's
1078956,2K Sports
1078957,Devolver Digital
1078957,Croteam
1078958,Butterflyware
1078960,Ubisoft Entertainment
1078960,Ubisoft San Francisco
1078961,SubaGames
1078963,Rainbow Train
1078963,Maciej Targoni
1078964,343 Industries
1078971,RSK Entertainment
1078971,Strategy First
1078972,KEA Games
1078973,AnukenDev
1078974,Electronic Arts
1078975,Electronic Arts
1078976,"Fantastic, yes"
1078977,Sloo
1078978,Polyphony Digital
1078978,Sony Interactive Entertainment
1078979,Polyphony Digital
1078979,Sony Interactive Entertainment
1078980,Polyphony Digital
1078980,Sony Interactive Entertainment
1078981,Capcom
1078982,Capcom
1078983,Capcom
1078984,Majorariatto
1078985,TickTock Games
1078985,Rebellion Developments
1078989,"Jackbox Games, Inc."
1078990,Yuke's
1078990,2K Sports
1078991,343 Industries
1078992,Butterflyware
1078995,Majorariatto
1078996,"Pentadimensional Games, SL"
1079001,Giant Network
1079002,Tower Team
1079003,Bizaron
1079004,npckc
1079006,Abracadabra
1079006,Otomedou
1079007,Mandragora
1079007,Badland Publishing
1079008,Perchang Ltd.
1079008,Chilled Mouse
1079009,Pixeljam
1079009,shysaursoft
1079013,Axyos Games
1079016,Emil Varez
1079020,Active Gaming Media
1079020,FullPowerSideAttack.com
1079021,npckc
1079025,Starbreeze Publishing
1079025,LUCKYHAMMERS Entertainment Inc.
1079026,Square Enix
1079027,SIMS
1079027,Starsign
1079028,Curve Digital
1079028,Runner Duck
1079029,Choice of Games
1079031,Artifex Mundi
1079038,Flying Interactive
1079038,Point Bleep Studios
1079040,Google
1079041,Choice of Games
1079042,Square Enix
1079042,Deck Nine
1079045,HAMSTER
1079046,Runner Duck
1079046,Curve Digital
1079047,"Samantha ""Avanya"" Woods"
1079047,Paradox Interactive
1079048,Broccoli
1079048,Nippon Ichi Software
1079049,Firaxis Games
1079049,2K Games
1079050,Marcos Abenante
1079054,tinyBuild
1079054,Pinokl Games
1079055,Jammed Up Studios
1079055,Surprise Attack Games
1079056,Granzella
1079056,Bandai Namco Entertainment
1079057,ChronoCrash
1079058,Steel Arts Software
1079060,Valve
1079061,Colorspace Studio
1079063,Triangle Studios
1079063,SOEDESCO Publishing
1079064,Voxler
1079064,Ravenscourt
1079065,Dagestan Technology
1079065,Uncle Frost Team
1079076,Echoed Games
1079078,NukGames
1079079,Ripknot Systems
1079080,Snkl Studio
1079081,REMIMORY
1079084,Lupiesoft
1079084,MangaGamer
1079085,Nintendo
1079085,Intelligent Systems
1079086,Koei Tecmo
1079086,Intelligent Systems
1079088,Magic Pixel Games
1079090,DL Softworks
1079091,"38,9_Degrees"
1079092,Samprox
1079094,Samprox
1079095,Whomor
1079095,DeareaD
1079096,Dragonfly
1079097,Stage Clear Studios
1079097,Blue Wizard Digital
1079099,Game Mechanic Studios
1079099,GameMill Entertainment
1079105,SAT-BOX
1079113,Devolver Digital
1079113,Terri Vellmann
1079116,Winged Cloud
1079117,Natalie Clayton
1079119,Joellikespigs
1079120,Bart Bonte
1079121,Bethesda Softworks
1079121,ZeniMax Online Studios
1079122,Sofdelux Studio
1079123,"Nicalis, Inc."
1079123,FreakZone Games
1079124,StudioBACKSTAGE
1079125,Lilith Games
1079126,"Nippon Ichi Software, Inc."
1079126,NIS America
1079127,Supermassive Games
1079127,Sony Interactive Entertainment
1079128,Ubisoft Paris
1079128,Ubisoft Entertainment
1079129,Dark Room Games
1079130,"Nippon Ichi Software, Inc."
1079130,NIS America
1079131,EKO Software
1079131,Bigben Interactive
1079132,WayForward
1079132,WayForward Technologies
1079133,Supermassive Games
1079133,Sony Interactive Entertainment
1079134,SIE London Studios
1079134,Sony Interactive Entertainment
1079135,All Those Moments
1079135,Ultimate Games S.A.
1079136,Team6 Game Studios
1079136,Maximum Games
1079137,Alliance Digital Media
1079137,Polykid
1079139,GameMill Entertainment
1079139,Concrete Software
1079141,Sony Interactive Entertainment
1079141,Wish Studios
1079142,Recotechnology
1079145,Big Fish Games
1079145,Deep Shadows Games
1079146,Remtairy
1079146,Kagura Games
1079149,Rockfish Games
1079152,Warfare Sims
1079152,Slitherine Ltd.
1079153,146
1079153,7048
1079154,FIVE-BN GAMES
1079155,Lilith Games
1079156,Sacada
1079157,David Mulder
1079161,Snowball Games
1079163,Rapaki
1079164,Greatest Bear Studios
1079165,Lilith Games
1079167,Corrosive Studios LLC
1079168,BadLand Games SL
1079168,The Vanir Project
1079169,SVRVIVE Studios
1079172,Nintendo
1079172,Nintendo EPD
1079175,Bandai Namco Entertainment
1079179,Spicy Gyro Games
1079179,Shiny Dolphin Games
1079181,Bugbyte Ltd.
1079183,PLAYISM
1079183,Sen
1079186,Mercureal
1079187,Reality Reflection
1079188,Epic Games
1079189,cephalopodunk
1079190,Grimhelm
1079191,Forgotten Key
1079191,Daedalic Entertainment
1079192,Kowai Sugio Studios
1079194,No-Triple-A Games
1079195,Yustas Game Studio
1079195,Alawar
1079196,TookiPalooki
1079197,Mark Wonnacott
1079198,Behaviour Interactive
1079198,Starbreeze Publishing
1079199,somewhat
1079200,"Micah Brown, Benjamin Brown"
1079200,Nathan Brown
1079201,Atlus
1079201,Atlus USA
1079202,Ubisoft Montreal
1079202,Ubisoft Entertainment
1079203,MachineGames
1079203,Bethesda Softworks
1079204,Giga
1079205,Wales Interactive
1079208,amazing co.
1079208,Amazing Inc
1079212,Choice of Games
1079213,Taito Corporation
1079213,HAMSTER
1079214,Behaviour Interactive
1079214,Starbreeze Publishing
1079215,Bandai Namco Entertainment
1079215,Taiko Team
1079216,5pb.
1079217,Sega Games
1079217,The Creative Assembly
1079218,Sega Games
1079218,The Creative Assembly
1079219,Magnopus
1079219,Alcon Entertainment
1079220,Dramatic Create
1079220,HuneX
1079221,Petite Games
1079223,HAMSTER
1079223,SNK
1079224,Team Cherry
1079225,Red Hook Studios
1079226,Nekomatata
1079229,System Soft
1079230,Happinet Corporation
1079232,carrotcake
1079233,TT Games
1079234,somewhat
1079235,kiwiwalks
1079235,Kiwi Walks
1079236,Abracadabra
1079236,Otomedou
1079237,The Binary Mill
1079237,Nextgen Reality Pty Ltd.
1079240,Ubisoft Montreal
1079240,Ubisoft Entertainment
1079241,Ubisoft Entertainment
1079241,Ubisoft Montreal
1079242,Ubisoft Entertainment
1079242,Ubisoft Montreal
1079243,Ubisoft Entertainment
1079243,Ubisoft Montreal
1079244,Ubisoft Entertainment
1079244,Ubisoft Montreal
1079245,Machine Games
1079245,Bethesda Softworks
1079247,Joindots
1079247,12138
1079248,GIGA Team Baldrhead
1079248,Giga
1079249,Winged Cloud
1079249,Gamuzumi
1079251,Cuveet Story
1079253,AMG Games
1079256,Elizabeth LaPensée
1079257,LemonChili Games
1079258,Nintendo
1079259,Machine Games
1079259,Bethesda Softworks
1079260,Sony Music Entertainment Japan
1079261,Ketchapp Games
1079262,Daisy2
1079263,Ubisoft Entertainment
1079263,Ubisoft Montreal
1079264,Whomor
1079264,DeareaD
1079265,Yurin Yurin
1079266,Ateam Entertainment Inc.
1079267,Connor Sherlock
1079268,GreatChikenStudio
1079271,Magic Light Team
1079271,Magic Light & LittleV
1079273,AQUA STYLE
1079274,worm club
1079275,Chandler Groover
1079276,The Code Zone
1079277,AQUA STYLE
1079278,YandereDev
1079279,Enyx Studios
1079280,Daniel Paul Griffin
1079280,Back Of Nowhere Studios
1079284,Fluffex Studios
1079285,RewindApp
1079288,Team8 Studio
1079288,Drageus Games
1079290,Google
1079291,Seemingly Pointless
1079292,Heavy Spectrum Entertainment Labs
1079297,Epic MegaGames
1079298,Epic Games
1079300,Minor Key Games
1079303,Black Forest Games
1079303,Tommo Inc
1079305,Bullid Games
1079306,Abstraction Games
1079306,General Arcade
1079307,"COLOPL, Inc."
1079308,Heath Games
1079309,Charles Games
1079309,Charles University
1079310,Engine Software
1079310,Ubisoft
1079311,Crystal Shard
1079313,Black Forest Games
1079313,Tommo Inc
1079314,Focus Entertainment
1079314,Saber Interactive
1079315,Racing Bros
1079317,Hidden Achievement
1079318,Jadan Bliss
1079318,Rooster Republic LLC
1079324,Bullid Games
1079325,Sixteen Tons Entertainment
1079327,Microsoft Studios
1079327,Asobo Studio
1079329,Xitilon
1079330,Alex Ilitchev
1079331,Konstructors Entertainment
1079332,Konstructors Entertainment
1079332,Nestor Yavorskyy
1079333,Puppet Combo
1079334,"COLOPL, Inc."
1079335,Kitty Horrorshow
1079336,Natalie Clayton
1079337,Obono
1079338,nama
1079340,Dumativa
1079341,Hidden Achievement
1079342,Hidden Achievement
1079343,Rafael Castro Couto
1079345,Grumpyface Studios
1079345,Cartoon Network Games
1079346,Charles Games
1079346,Charles University
1079348,Hojo Studio
1079350,Racing Bros
1079351,Racing Bros
1079352,Xitilon
1079357,Shaman Games Studio
1079357,Big Fish Games
1079358,Puppet Combo
1079359,"COLOPL, Inc."
1079360,Sophie Houlden
1079363,cloverfirefly
1079364,Portal Studios
1079367,Rafael Alexandre Cardoso da Silva
1079367,Odyssey Studios (Brazil)
1079370,Studio Turtledove
1079372,13074
1079373,Sega Games
1079373,Hardlight
1079374,Miracle Tea
1079375,NAMCO BANDAI Games Inc.
1079375,CyberConnect2
1079377,26k
1079378,Team ANPIM
1079383,Noble Robot
1079385,Digital Legends Entertainment
1079386,13074
1079387,Drageus Games
1079396,Triple Rush Games
1079401,Achpile
1079403,Eipix Entertainment
1079403,Big Fish Games
1079406,Tentacle Games
1079406,NEKO WORKs
1079407,Raw Thrills
1079409,moonbear
1079410,King
1079411,LandShark Games
1079412,Miracle Tea
1079413,EVEHO Engineering
1079414,Kaze Emanuar
1079415,Bandai Namco Entertainment
1079415,CyberConnect2
1079416,Failbetter Games
1079416,Gavin Inglis
1079419,Onion Games
1079422,Failbetter Games
1079422,Gavin Inglis
1079423,Zenith Games
1079424,Bearded Giant Games
1079427,Monster Couch
1079428,Forward Instinct
1079429,lookcloser
1079431,Blender Games
1079435,Sekai Project
1079435,Whirlpool
1079438,Lightwood Games
1079438,Rainy Frog
1079440,SOEDESCO Publishing
1079440,Krillbite Studio
1079441,HAMSTER
1079442,Krunchy Fried Games
1079443,Voltage Development LLC
1079443,Voltage
1079444,melessthanthree
1079445,Sledgehammer Games
1079445,Activision
1079447,Turnopia
1079447,Slitherine Ltd.
1079448,Square Enix
1079449,Donley Time Foundation
1079450,DIngo Games
1079451,Causa Creations
1079454,Turnopia
1079454,Slitherine Ltd.
1079455,Tommy Søreide Kjær
1079457,SOEDESCO Publishing
1079457,Krillbite Studio
1079458,HAMSTER
1079459,Tapps Games
1079463,Bearded Giant Games
1079464,Sekai Project
1079464,Whirlpool
1079465,Sacada
1079469,Lenovo
1079469,Disney Interactive
1079470,nada studio
1079471,SakuraGame
1079471,AsicxArt
1079474,CyberConnect2
1079475,Kalarie
1079476,Activision
1079476,Sledgehammer Games
1079478,Retro Reactor
1079478,QubicGames S.A.
1079479,CyberConnect2
1079479,Bandai Namco Entertainment
1079480,COR Entertainment
1079482,HAL Laboratory
1079482,Nintendo
1079486,Sacada
1079487,Sacada
1079488,Sacada
1079489,SakuraGame
1079489,AsicxArt
1079490,Garrett McKay
1079492,Chequered Ink Ltd
1079494,Serkan Bakar
1079494,Dolores Entertainment
1079495,Google
1079496,Laughing Jackal
1079498,Christoph Frey
1079501,umbrella-isle
1079502,Mannytsu
1079503,scitydreamer
1079504,Eipix Entertainment
1079504,Big Fish Games
1079506,Viryse
1079507,Vectorpark
1079510,Growfall Games
1079513,RewindApp
1079514,NEXT Studio
1079514,Zodiac Interactive
1079516,Studio Goya
1079517,Viewpoint Games
1079518,Mindcake Games
1079521,NedoStudio
1079523,MinMax Games Ltd.
1079524,Ubisoft
1079525,Unbroken Studios
1079525,Defiant Development
1079526,Sega Games
1079526,Sonic Team
1079529,Mokuzai Studio
1079529,Fred Wood
1079530,Buka Entertainment
1079531,Giants Software
1079531,Focus Entertainment
1079532,Playful Corporation
1079532,Microsoft Studios
1079533,Sony Interactive Entertainment
1079533,Guerrilla Games
1079534,Munkyfun
1079535,Webzen
1079536,Pixel Cream
1079537,Koei Tecmo Games
1079537,Team NINJA
1079541,IO Interactive
1079541,Feral Interactive
1079543,ArcaneRaise
1079545,Visualnoveler
1079548,MachineGames
1079548,Bethesda Softworks
1079549,MachineGames
1079549,Bethesda Softworks
1079550,IO Interactive
1079551,IO Interactive
1079552,Telltale Games
1079553,Zynga
1079555,Ubisoft
1079555,Frima Studio
1079556,Sonic Team
1079557,Ubisoft
1079558,Ubisoft
1079559,Telltale Games
1079560,Square Enix
1079560,Taito
1079561,GrizzlyGames
1079564,Happinet Corporation
1079564,Asakusa Studios
1079567,Sacada
1079572,Take Five Games
1079572,Spectre EU
1079573,Dovetail Games
1079573,Toposim
1079578,"Gambit Games Studio, LLC"
1079578,Steam
1079579,Stunlock Studios
1079580,Sector-K Games
1079581,Domarius Games
1079582,PQube
1079582,Red Entertainment
1079583,Deck13 Hamburg
1079583,astragon Entertainment
1079584,Tarsier Studios
1079584,Bandai Namco Entertainment
1079587,Choice of Games
1079588,HAMSTER Corporation
1079588,HAMSTER
1079589,Sega Games
1079589,Sports Interactive
1079590,Sega Games
1079590,Sports Interactive
1079593,Adventure Islands
1079594,FarSight Studios
1079596,MAGES. Inc.
1079596,5pb.
1079599,Inkline Ltd.
1079600,Windybeard
1079604,HAMSTER Corporation
1079604,HAMSTER
1079606,nuGame
1079607,Tap Lab
1079608,Straylight Entertainment
1079608,Slitherine Ltd.
1079609,Osauhing Creative Mobile
1079609,Orc Work Games
1079610,Nippon Columbia
1079611,Microids
1079612,FarSight Studios
1079613,PQube
1079613,Red Entertainment
1079614,Artifex Mundi
1079615,Nintendo
1079616,SFB Games
1079616,Nintendo
1079617,Camex Games
1079618,Vyacheslav Shilikhin
1079620,Vyacheslav Shilikhin
1079622,Konstructors Entertainment
1079622,Nestor Yavorskyy
1079623,Emily Peregrine
1079625,Kanagawa Denshi Gijutsu Kenkyuujo
1079625,Fruitbat Factory
1079626,Atriagames
1079626,Bizzy
1079627,The Sims Studio
1079627,Electronic Arts
1079628,Ray Spark
1079631,H-GAME
1079632,Happyrock Studios
1079633,Ghost Games
1079633,Electronic Arts
1079634,VGstudio
1079636,Torus Games
1079636,Outright Games
1079637,Atriagames
1079637,Bizzy
1079638,Daily Magic Productions
1079638,Big Fish Games
1079640,rokapublish
1079642,Ghost_RUS Games
1079642,"Nikita ""Ghost_RUS"""
1079643,calme
1079643,Sekai Project
1079644,Kanagawa Denshi Gijutsu Kenkyuujo
1079644,Fruitbat Factory
1079645,baKno Games
1079646,Ray Spark
1079647,Happyrock Studios
1079648,Sound Cross
1079649,Pirotexnik
1079651,Brainwashing Games
1079654,blaac
1079655,QuickSave
1079658,"Warzone.com, LLC."
1079663,Repos Production
1079665,Ghost_RUS Games
1079665,"Nikita ""Ghost_RUS"""
1079667,Frostbullet
1079668,Bmc Studio
1079669,"CRAVA,Inc."
1079674,Daily Magic Productions
1079674,Big Fish Games
1079675,George Batchelor
1079676,Asakusa Studios
1079676,Happinet Corporation
1079677,Ratalaika Games
1079677,GamePhase
1079678,Trese Brothers
1079681,Ghost_RUS Games
1079681,"Nikita ""Ghost_RUS"""
1079682,Ghost_RUS Games
1079682,"Nikita ""Ghost_RUS"""
1079683,Focus Entertainment
1079684,RSK Entertainment
1079684,Strategy First
1079685,HAL Egg
1079685,HAL Laboratory
1079686,NetEase Games
1079687,Bipedal Dog
1079689,Artefacts Studio
1079689,Microids
1079690,EA Maxis
1079690,Electronic Arts
1079691,Daniel Linssen
1079692,Metatronius
1079693,Ramaf Party
1079694,Ubisoft Montreal
1079695,Maxis
1079695,Electronic Arts
1079696,NetherRealm Studios
1079696,WB Games
1079697,WB Games
1079697,TT Games
1079698,Akaoni Studio
1079698,KaleidoGames
1079699,André Birnfeld
1079700,Electronic Arts
1079700,EA Digital Illusions CE
1079702,Flux Game Studio
1079702,Libredia Entertainment
1079703,Rockstar Games
1079704,Rockstar Games
1079705,RSK Entertainment
1079705,Strategy First
1079706,Rockstar Games
1079707,Ghost_RUS Games
1079707,"Nikita ""Ghost_RUS"""
1079708,TT Games
1079708,WB Games
1079710,EA Maxis
1079710,Electronic Arts
1079712,BoxFrog Games
1079712,2Awesome Partners
1079713,BoomBox
1079713,NerdRage Studios
1079715,Focus Entertainment
1079716,11 bit studios
1079717,Ubisoft Montreal
1079718,Konami
1079720,Square Enix Business Division 2
1079720,Square Enix
1079722,ArticNet
1079722,Chorus Worldwide Games Limited
1079723,Super Retro Duck
1079724,Happinet Corporation
1079724,Asakusa Studios
1079725,Team Ocmo
1079726,Lady Wizard
1079728,Alice & Smith
1079729,DMM.com
1079729,Team NINJA
1079730,Absolutist
1079739,Reality Reflection
1079740,Netmarble Neo
1079741,Momo Pixel
1079743,DMM.com
1079743,Team NINJA
1079745,SakuraGame
1079745,FLAT
1079749,Obsidian Entertainment
1079749,Paradox Interactive
1079750,Afterthought Studios
1079752,Keybol
1079752,Nitrome
1079754,Data East
1079754,HAMSTER
1079755,Konami
1079757,Team Ocmo
1079758,Sunward Games
1079758,Artifex Mundi
1079759,11 bit studios
1079759,Pixwerk
1079760,Ubisoft Entertainment
1079760,Ubisoft Paris
1079761,Forever Entertainment S. A.
1079761,MMEU
1079762,Raw Fury Games
1079762,Nifflas Games
1079764,Big Ant Studios
1079765,Gagex
1079766,Nekki
1079766,Banzai Games
1079767,Tomb Team
1079767,Chilled Mouse
1079774,Kemco
1079774,Exe Create
1079776,Rogerty
1079777,Ben Allen
1079777,HIDDEN TRAP
1079779,MangaGamer
1079779,07th Expansion
1079781,Pieces Interactive
1079781,THQ Nordic
1079783,Game Freak
1079783,Nintendo
1079784,Choice of Games
1079786,For Kids
1079787,Narko Games
1079790,Connor Sherlock
1079792,Game Freak
1079792,Nintendo
1079795,MangaGamer
1079795,07th Expansion
1079797,MangaGamer
1079797,07th Expansion
1079798,Bethesda Softworks
1079798,Bethesda Game Studios
1079799,MangaGamer
1079799,07th Expansion
1079800,Declan Hopkins
1079801,Forever Entertainment S. A.
1079802,EA Digital Illusions CE
1079802,Electronic Arts
1079803,Google
1079804,Two Tribes
1079804,Two Tribes Publishing
1079805,Bethesda Game Studios
1079805,Bethesda Softworks
1079808,Choice of Games
1079809,VivaGames
1079810,Choice of Games
1079811,Neutronized
1079811,FDG Entertainment
1079812,Whirlpool
1079812,Sekai Project
1079813,Pieces Interactive
1079813,THQ Nordic
1079814,HandyGames
1079816,Bethesda Game Studios
1079816,Bethesda Softworks
1079819,Mediascape
1079819,The N Main Shop
1079820,Rimea
1079825,Hamstercube
1079825,Fat Dog Games
1079829,ERS G-Studio
1079829,Big Fish Games
1079830,Adam Le Doux
1079831,LINE Corporation
1079832,Eipix Entertainment
1079832,Big Fish Games
1079836,PLut
1079838,PopCap Games
1079838,Electronic Arts
1079839,A Thinking Ape Entertainment Ltd.
1079841,oultrox
1079842,Ride & Crash Games
1079843,Dávid Cseh
1079844,Trinket Studios
1079844,Adult Swim Games
1079848,Magic & Mirrors
1079849,LINE Corporation
1079850,Trinket Studios
1079850,Adult Swim Games
1079857,Dexion Games
1079859,Square Enix Business Division 2
1079859,Square Enix
1079861,Badland Publishing
1079861,Fictiorama Studios
1079862,PixelWhipped
1079867,Thomas Happ Games
1079867,Badland Indie
1079868,Microids
1079869,"Rocketeer Games Studio, LLC"
1079870,Microids
1079870,Eden Games
1079871,MaxKriegerVG
1079873,Bullid Games
1079875,(Archive) Square Enix Business Division 10
1079875,Square Enix
1079876,Telltale Games
1079877,Eipix Entertainment
1079877,Big Fish Games
1079881,Bandai Namco Entertainment
1079881,Bandai Namco Entertainment Europe
1079883,Mario Party Legacy
1079883,Bubblegum Chameleon
1079885,Wolf & Wood Interactive
1079888,Piacci
1079889,inbetweengames
1079891,Laush Studio
1079892,SNK
1079892,"HAMSTER, Co."
1079893,SuperTry Studios
1079895,Funalter Games
1079898,Magic Pixel Games
1079905,Blender Games
1079906,rokaplay
