id,developer
1005074,Ocean
1005075,Data East
1005076,Technos Japan
1005078,Taito
1005078,Ocean
1005079,Lerner Research
1005079,Electronic Arts
1005080,Infogrames
1005081,Xtalsoft
1005082,"Sega Enterprises, Ltd."
1005083,Namcot
1005084,Jaleco
1005085,"Sega Enterprises, Ltd."
1005086,Hect Co. Ltd.
1005086,Bandai
1005087,Jaleco
1005089,Nihon Bussan
1005090,Kixx
1005090,Sierra Entertainment
1005091,Sales Curve Interactive
1005091,Team Shinobi
1005092,Konami
1005092,Nintendo
1005095,Seismic
1005095,T&E Soft
1005096,Konami
1005097,Hudson Soft
1005098,Crysys
1005099,NOW Production
1005099,Namco
1005101,Hudson Soft
1005102,Tengen
1005102,Namco
1005104,"Datasoft, Inc."
1005105,Riverhillsoft
1005106,Konami
1005106,Ocean Software
1005107,Toho
1005108,U.S. Gold
1005108,Wood Place Inc.
1005109,Atari Corporation
1005109,Atari
1005110,Rare
1005110,Acclaim Entertainment
1005112,Irem
1005112,Konami
1005113,Tecmo
1005115,UPL
1005117,Riverhillsoft
1005118,Konami
1005119,Irem
1005119,Konami
1005120,Sierra On-Line
1005121,Square
1005121,Nintendo
1005122,U.S. Gold
1005122,Wood Place Inc.
1005123,Toho
1005124,Konami
1005125,Victor Musical Industries
1005125,Micronics
1005126,Namco Limited
1005127,Konami
1005128,Konami
1005128,Imagine Software
1005129,Namco Limited
1005130,Duane Blehm
1005131,Taito
1005131,Taito Corporation
1005132,Tec Toy
1005132,"Sega Enterprises, Ltd."
1005133,JVC Musical Industries
1005133,FTL Games
1005135,Masaya
1005135,NCS
1005136,Playtronic
1005136,Capcom
1005137,Namco
1005137,Data East
1005138,Coconuts Japan
1005139,Playtronic
1005139,Square
1005140,Sierra On-Line
1005140,Game Arts
1005141,Namco Bandai Games
1005141,Sonata
1005142,Sierra Entertainment
1005142,Nihon Falcom
1005144,Sega Corporation
1005144,Sega
1005145,NEC
1005145,Hudson Soft
1005146,Namcot
1005147,Tose
1005147,Bandai
1005148,Playtronic
1005148,Konami
1005149,Konami
1005150,Pony Canyon
1005150,Newtopia Planning
1005151,Kemco
1005153,Hudson Soft
1005153,Konami
1005154,Human Entertainment
1005154,Bandai
1005155,Infogrames
1005156,Epyx
1005156,Palace Software
1005157,Endurance Games Ltd.
1005158,Aegis
1005158,The Next Frontier Corporation
1005159,Strategic Studies Group
1005160,Kixx
1005160,Epyx
1005161,ERE Informatique
1005162,The Edge
1005163,Kingsoft
1005164,Peter Ward
1005164,"Datasoft, Inc."
1005165,Namco
1005166,Activision UK
1005167,Bulldog Software
1005168,The Micro User
1005168,Gordon J. Key
1005169,Icon Design Ltd.
1005169,M.C. Lothrorien Ltd
1005170,Loriciels
1005171,Software Studios
1005171,Activision UK
1005172,Hewson Consultants
1005172,Krisalis Software
1005173,CRL Group PLC
1005174,Melbourne House
1005174,Beam Software
1005175,Ocean Software
1005176,Lazzarosoft
1005177,Anco
1005178,The Oliver Twins
1005178,Codemasters
1005179,Loriciels
1005181,Firebird Software
1005182,Kingsoft
1005183,GO!
1005183,Adventuresoft UK Ltd.
1005184,Garsoft
1005185,"MicroProse Software, Inc."
1005187,MicroValue
1005188,The Oliver Twins
1005188,Codemasters
1005189,The Hit Squad
1005189,Westone
1005190,Martech Games Ltd.
1005190,Creative Reality
1005191,Tigress Marketing
1005191,Activision
1005192,Kixx
1005192,Epyx
1005193,Your Sinclair
1005193,Ocean Software
1005194,CRL Group PLC
1005195,39 steps
1005196,Sculptured Software
1005196,Accolade
1005197,Aksys Games
1005197,Technos Japan
1005198,SNK
1005198,Imagine Software
1005200,Arcadia
1005200,Personal Software Services
1005201,Mastertronic
1005202,Enix Corporation
1005203,"Action Graphics, Inc."
1005203,Atari Corporation
1005204,"Action Graphics, Inc."
1005204,Epyx
1005205,Origin Systems
1005206,"SSI (Strategic Simulations, Inc.)"
1005207,Bug-Byte Software Ltd.
1005208,The Link
1005208,Compile
1005209,Konami
1005210,Bulldog Software
1005211,Atari
1005211,Atari Corporation
1005212,Activision
1005212,MD Software
1005213,NCS
1005214,Sega
1005214,Tiger Electronics
1005215,Electronic Arts
1005215,Ultra Games
1005216,Ocean Software
1005217,Your Sinclair
1005218,CRL Group PLC
1005219,"Mindscape, Inc."
1005219,Chris Gray Enterprises Inc.
1005220,Firebird Software
1005221,Microdeal
1005221,Linel
1005222,CRL Group PLC
1005222,St. Bride's School
1005223,Activision
1005223,System 3 Software
1005224,Virgin Games
1005224,Gang of Five
1005225,Melbourne House
1005225,Beam Software
1005227,Strategic Studies Group
1005228,Bulldog Software
1005228,Icon Design Ltd.
1005229,Imagine Software
1005229,Taito
1005230,Firebird Software
1005231,Konami
1005232,UPL
1005233,Eurogold
1005233,Rainbow Arts
1005234,Epyx
1005235,Microdeal
1005236,Macsen Software
1005237,Piranha
1005237,Dalali Software Ltd.
1005238,Infocom
1005239,Dinamic Software
1005240,Ultimate Play the Game
1005241,Mindscape
1005241,Audiogenic Software Ltd.
1005242,GO!
1005242,Capcom
1005244,Nexus Productions Ltd.
1005244,Paranoid Software
1005245,"Mindscape, Inc."
1005245,"DesignStar Consultants, Inc."
1005246,Atari
1005246,Atari Corporation
1005247,Mirrorsoft
1005247,Blitter Animations
1005248,Sega
1005248,Tiger Electronics
1005249,"Omnitrend Software, Inc."
1005251,Hudson Soft
1005251,Hudson
1005252,Hewson Consultants
1005253,Firebird Software
1005254,Ocean Software
1005255,Pandora
1005255,reLINE Software
1005256,Activision
1005257,Firebird Software
1005257,Drinksoft
1005258,Quicksilva Ltd.
1005259,Microdeal
1005259,Linel
1005260,U.S. Gold
1005260,Adventuresoft UK Ltd.
1005261,System 3 Software
1005262,"Miles Computing, Inc."
1005262,"Synergistic Software, Inc."
1005263,Smart Egg Software
1005263,Bulldog Software
1005264,Codemasters
1005265,Imagine Software
1005265,Taito
1005266,Epyx
1005266,Erbe Software
1005267,TX Digital Illusions
1005267,Tandy
1005268,Five Ways Software
1005268,Streetwise
1005269,SNK
1005269,Imagine Software
1005270,U.S. Gold
1005270,Irem
1005271,The Edge
1005272,Electronic Arts
1005272,Micro Forté
1005273,Domark Ltd.
1005273,Atari Corporation
1005275,Ocean Software
1005276,"Datasoft, Inc."
1005277,The Link
1005277,Compile
1005278,Cinemaware
1005278,Metro 3D
1005279,Atlus
1005279,LJN Toys
1005280,"Binary Design, Ltd."
1005280,Mastertronic
1005283,Sega
1005283,Tiger Electronics
1005284,"Omnitrend Software, Inc."
1005285,Atari Corporation
1005285,Diamond Software
1005286,Hewson Consultants
1005286,Krisalis Software
1005287,Alternative Software Ltd
1005288,Hewson Consultants
1005288,Graftgold
1005289,Firebird Software
1005290,Atari Corporation
1005291,Atronic Limited
1005292,Konami
1005292,Ocean Software
1005293,Firebird Software
1005293,Drinksoft
1005294,U.S. Gold
1005294,Adventuresoft UK Ltd.
1005295,Cybadyne
1005295,ACE
1005296,Software Creations Ltd.
1005296,Firebird Software
1005297,Taito
1005298,Garsoft
1005299,Sunsoft
1005299,Nintendo
1005300,Level 9 Computing
1005301,Konami
1005302,SNK
1005302,Imagine Software
1005303,CRL Group
1005304,Hewson Consultants
1005305,39 steps
1005306,Mastertronic
1005306,David Jones
1005307,Atlus
1005307,LJN Toys
1005308,ReadySoft
1005308,"Sullivan Bluth Interactive Media, Inc."
1005309,Sun Electronics
1005310,Personal Software Services
1005310,Data Design Systems
1005311,Atari Games
1005311,U.S. Gold
1005312,Codemasters
1005313,Nexus Productions Ltd.
1005313,Paranoid Software
1005314,Cinemaware
1005315,Mindscape
1005315,Atari Games
1005317,Namco
1005318,Activision
1005318,MD Software
1005319,Soft Studio Wing
1005320,Interstel Corporation
1005320,Northwest Software
1005321,Hewson Consultants
1005321,Krisalis Software
1005322,Simon & Schuster
1005323,Firebird Software
1005324,Diamond
1005325,Nichibutsu
1005326,Anco
1005327,CRL Group PLC
1005328,Free Spirit
1005329,Oxford Digital Enterprises Ltd.
1005329,Mosaic Publishing
1005330,Taito
1005330,Taito Corporation
1005331,Taito Corporation
1005331,The Edge
1005332,Hewson Consultants
1005332,Krisalis Software
1005333,Epyx
1005333,Incentive Software
1005334,Infocom
1005335,Loriciels
1005336,Atlantis Software Limited
1005336,Plasma Touch
1005337,Firebird Software
1005337,Electralyte
1005338,Durell Software
1005338,Keypunch Software
1005339,Firebird Software
1005340,CRL Group PLC
1005341,Reaktör Software
1005341,Byte Engineers
1005342,Codemasters
1005343,Diamond
1005345,American Action AB
1005345,Greve Graphics
1005346,U.S. Gold
1005346,Infogrames
1005347,Nichibutsu
1005348,Starlight Software
1005348,We MUSIC
1005349,Firebird Software
1005349,Odin Computer Graphics Ltd.
1005350,"Digital Illusions, Inc."
1005350,"Spectrum HoloByte, Inc."
1005351,Sega
1005352,Nexus Productions Ltd.
1005353,Arcadia Systems
1005353,Mastertronic
1005354,Binary Innovations
1005354,Mirrorsoft
1005355,Hewson Consultants
1005356,MicroIllusions
1005356,Silent Software
1005358,Loriciels
1005359,"ShareData, Inc."
1005360,Choice Software
1005360,Ocean Software
1005361,The Hit Squad
1005361,Westone
1005363,Grupo CPM
1005363,PISC
1005364,Atari Games
1005364,U.S. Gold
1005365,Macrocom
1005365,Sir-tech Software
1005366,Hewson Consultants
1005366,Krisalis Software
1005367,Atari Corporation
1005367,Zip Technologies
1005368,Sculptured Software
1005368,Accolade
1005369,Novagen
1005370,Mastertronic
1005370,"Binary Design, Ltd."
1005371,U.S. Gold
1005371,Epyx
1005373,Firebird Software
1005373,Electralyte
1005375,Diamond
1005376,Lankhor
1005377,Infocom
1005378,Konami
1005379,Kele Line Ltd.
1005381,Firebird Software
1005382,Ocean Software
1005383,Nichibutsu
1005384,Firebird Software
1005384,Odin Computer Graphics Ltd.
1005385,Konami
1005386,"Datasoft, Inc."
1005387,Sega
1005388,Nexus Productions Ltd.
1005389,Kingsoft
1005390,Infogrames
1005391,Arcadia Systems
1005391,Mastertronic
1005392,ERE Informatique
1005393,Bulldog Software
1005394,"Access Software, Inc."
1005394,U.S. Gold
1005395,Taito
1005397,Red Rat Software
1005398,Choice Software
1005398,Ocean Software
1005399,Epyx
1005399,Erbe Software
1005400,Imagine Software
1005400,Taito
1005401,Macrocom
1005401,Sir-tech Software
1005402,Hewson Consultants
1005402,Krisalis Software
1005403,Cinemaware
1005404,Melbourne House
1005404,Beam Software
1005405,Eurogold
1005405,Rainbow Arts
1005406,"SSI (Strategic Simulations, Inc.)"
1005407,The Edge
1005408,MCM Software
1005408,Elite Systems
1005409,Mastertronic's Added Dimension
1005410,CRL Group PLC
1005411,Radical Tubes
1005411,Mastertronic Group Ltd
1005413,CRL Group PLC
1005413,Wise Owl Software
1005414,Codemasters
1005415,Sparklers
1005416,Aegis
1005416,The Next Frontier Corporation
1005417,CRL Group PLC
1005418,Magic Bytes
1005418,micro-partner Software GmbH
1005419,Palace Software
1005419,Binary Vision Ltd.
1005420,Firebird Software
1005421,Gremlin Graphics Software Ltd.
1005422,Firebird Software
1005423,Sega
1005424,CRL Group PLC
1005425,Artdink
1005427,Soft Studio Wing
1005428,Codemasters
1005431,Methodic Solutions
1005432,Choice Software
1005432,Ocean Software
1005433,Activision
1005434,Konami
1005435,Taito
1005436,Mindscape
1005436,Atari Games
1005437,U.S. Gold
1005438,Electronic Arts
1005438,Ultra Games
1005440,MicroIllusions
1005441,GO!
1005441,Capcom
1005442,Firebird Software
1005443,Mastertronic
1005443,Software Creations Ltd.
1005444,Mastertronic's Added Dimension
1005445,Radical Tubes
1005445,Mastertronic Group Ltd
1005446,CRL Group PLC
1005446,Wise Owl Software
1005447,Dinamic Software
1005448,Nexus Productions Ltd.
1005448,Paranoid Software
1005449,Ice Cool Coders
1005449,Summit Software
1005450,Grant Jaques
1005450,The Power House
1005451,Shelbourne Software
1005451,Antic Publishing
1005452,Conflict Recreations
1005452,McLEAN Simulations
1005453,Diamond
1005454,Ocean Software
1005454,Denton Designs
1005455,Adventuresoft UK Ltd.
1005456,Argus Press Software Ltd.
1005456,"Binary Design, Ltd."
1005457,Sunsoft
1005458,Nichibutsu
1005459,"DesignStar Consultants, Inc."
1005459,"Mindscape, Inc."
1005460,Sega
1005461,Infogrames
1005462,CRL Group PLC
1005462,Software Invasion
1005463,Infogrames
1005466,Cosmi Corporation
1005466,Cosmi
1005467,Bug-Byte Software Ltd.
1005468,Michael Stickler
1005470,Choice Software
1005470,Ocean Software
1005471,Kixx
1005471,Epyx
1005472,Imagine Software
1005472,Taito
1005473,Lucasfilm Games
1005473,Electronic Arts
1005474,Beam Software
1005474,Melbourne House
1005475,"SSI (Strategic Simulations, Inc.)"
1005475,Westwood Associates
1005476,MicroProse
1005477,Mastertronic
1005477,"Binary Design, Ltd."
1005478,Mastertronic
1005478,Software Creations Ltd.
1005479,Hewson Consultants
1005480,Radical Tubes
1005480,Mastertronic Group Ltd
1005481,Gremlin Graphics Software Ltd.
1005482,Mindscape
1005482,Audiogenic Software Ltd.
1005483,"Mindscape, Inc."
1005483,Tynesoft Computer Software
1005484,Software Studios
1005484,Activision
1005485,Angelsoft
1005485,Mindscape
1005486,Ocean Software
1005486,Denton Designs
1005487,Mr. Micro Ltd.
1005487,Mirrorsoft
1005488,Activision UK
1005489,Bulldog Software
1005489,Icon Design Ltd.
1005490,Absolute Entertainment
1005491,"DesignStar Consultants, Inc."
1005491,"Mindscape, Inc."
1005492,Strategic Studies Group
1005493,"Spectrum HoloByte, Inc."
1005493,Zig Zag Software
1005494,CRL Group PLC
1005495,"Access Software, Inc."
1005495,U.S. Gold
1005496,Infogrames
1005499,Imagineer
1005500,Atlus
1005500,LJN Toys
1005501,Cosmi Corporation
1005501,Cosmi
1005502,Arcadia
1005502,Personal Software Services
1005503,"Sega Enterprises, Ltd."
1005503,Tec Toy
1005504,Mastertronic
1005504,"Binary Design, Ltd."
1005505,SystemSoft
1005506,Ed Mead
1005507,Alternative Software Ltd.
1005508,Atari Games
1005508,Electronic Arts
1005509,Beam Software
1005509,Melbourne House
1005510,"SSI (Strategic Simulations, Inc.)"
1005510,Westwood Associates
1005511,"Miles Computing, Inc."
1005511,"Synergistic Software, Inc."
1005512,U.S. Gold
1005512,Epyx
1005513,Codemasters
1005514,Dro Soft
1005514,Psygnosis
1005515,Gremlin Graphics Software Ltd.
1005516,Pirate Software Ltd
1005517,Icon Design Ltd.
1005517,M.C. Lothrorien Ltd
1005518,"Binary Design, Ltd."
1005518,Mastertronic
1005522,Software Studios
1005522,Activision
1005523,Adventuresoft UK Ltd.
1005524,Probe Software
1005524,GO!
1005525,"SSI (Strategic Simulations, Inc.)"
1005526,CRL Group PLC
1005527,Arcadia Systems
1005527,Mastertronic
1005528,Artech
1005528,Accolade
1005529,Quicksilva Ltd.
1005530,Gang of Five
1005530,Virgin Games
1005531,Ariolasoft
1005531,Starlight Software
1005532,Infogrames
1005533,"Mindscape, Inc."
1005534,Mastertronic
1005535,Infogrames
1005536,Imagineer
1005537,"SSI (Strategic Simulations, Inc.)"
1005538,Cosmi Corporation
1005538,Cosmi
1005539,Soft Studio Wing
1005541,The Micro User
1005541,Gordon J. Key
1005542,Red Rat Software
1005543,SNK
1005544,"Action Graphics, Inc."
1005544,Epyx
1005545,Oxford Digital Enterprises Ltd.
1005545,Mosaic Publishing
1005546,Taito
1005546,Taito Corporation
1005547,Beam Software
1005547,Melbourne House
1005548,Dinamic Software
1005548,Imagine Software
1005549,Activision
1005550,Rainbird
1005550,Magnetic Scrolls
1005551,Atari Corporation
1005551,Bally Midway
1005552,"Omnitrend Software, Inc."
1005553,"SSI (Strategic Simulations, Inc.)"
1005554,Ocean Software
1005554,Denton Designs
1005555,GO!
1005555,Capcom
1005556,"Binary Design, Ltd."
1005556,M.A.D.
1005557,Electric Dreams Software
1005557,"Focus Creative Enterprises Ltd., Software Studios"
1005558,Dro Soft
1005558,Mastertronic
1005559,Ocean Software
1005559,Denton Designs
1005560,Software Studios
1005560,Activision
1005561,Ocean Software
1005561,Denton Designs
1005562,CRL Group PLC
1005563,Silverbird Software Ltd.
1005563,Ionis Software International
1005564,Five Ways Software
1005564,Streetwise
1005565,Personal Software Services
1005565,Data Design Systems
1005566,U.S. Gold
1005566,Infogrames
1005567,"SSI (Strategic Simulations, Inc.)"
1005568,Gremlin Graphics Software Ltd.
1005569,Taito
1005569,Toaplan
1005570,Quicksilva Ltd.
1005571,Mastertronic
1005571,Icon Design Ltd.
1005572,Infogrames
1005574,Alpha Omega Software
1005575,Cosmi Corporation
1005575,Cosmi
1005576,Hudson Soft
1005576,Hudson
1005577,Woodrose Editions
1005577,John Raymonds
1005578,CTW Software Group
1005578,Hi-Tech Expressions
1005579,"ShareData, Inc."
1005580,SNK
1005581,Beam Software
1005581,Melbourne House
1005582,"SSI (Strategic Simulations, Inc.)"
1005582,Westwood Associates
1005583,Hewson Consultants
1005583,Krisalis Software
1005584,The Edge
1005585,GO!
1005585,Adventuresoft UK Ltd.
1005586,Radical Tubes
1005586,Mastertronic Group Ltd
1005588,ERE Informatique
1005589,Thalamus
1005589,Stavros Fasoulas
1005590,Coktel Vision
1005591,"Binary Design, Ltd."
1005591,Mastertronic
1005593,Ocean Software
1005593,Denton Designs
1005594,Microdeal
1005595,TX Digital Illusions
1005595,Tandy
1005596,U.S. Gold
1005596,Epyx
1005597,Gremlin Graphics Software Ltd.
1005598,Firebird Software
1005599,Bulldog Software
1005599,Icon Design Ltd.
1005600,"SSI (Strategic Simulations, Inc.)"
1005601,"DesignStar Consultants, Inc."
1005601,"Mindscape, Inc."
1005602,Mastertronic
1005602,Icon Design Ltd.
1005603,ERE Informatique
1005604,Infogrames
1005605,The Edge
1005606,Mastertronic
1005608,Bubble Bus Software
1005609,Sun Electronics
1005610,Cosmi Corporation
1005610,Cosmi
1005611,Mastertronic
1005611,"Binary Design, Ltd."
1005612,Carry Lab
1005613,Methodic Solutions
1005614,Red Rat Software
1005615,"Action Graphics, Inc."
1005615,Epyx
1005616,Atari Games
1005616,Electronic Arts
1005617,Beam Software
1005617,Melbourne House
1005618,Aksys Games
1005618,Technos Japan
1005619,"Binary Design, Ltd."
1005619,Melbourne House
1005620,Domark Ltd.
1005620,Atari Corporation
1005621,Gremlin Graphics
1005621,Vortex Software
1005622,Ocean Software
1005622,Sensible Software
1005623,Atari Games
1005623,Domark Ltd.
1005624,Loriciels
1005625,MicroIllusions
1005626,Grant Jaques
1005626,The Power House
1005627,Coktel Vision
1005628,Software Studios
1005628,Activision
1005629,Ocean Software
1005629,Denton Designs
1005630,The English Software Company
1005631,Denton Designs
1005631,Ocean Software
1005632,Dinamic Software
1005633,Tecfri
1005634,CRL Group PLC
1005635,Arcadia Systems
1005635,Mastertronic
1005636,Quicksilva Ltd.
1005637,Codemasters
1005638,Mindscape
1005638,Beam Software
1005639,Codemasters
1005640,Cedic Vifi
1005640,Coktel Vision
1005641,Bulldog Software
1005642,Mastertronic
1005642,Icon Design Ltd.
1005643,Alternative Software Ltd
1005645,Sun Electronics
1005647,Firebird Software
1005648,Ocean Software
1005649,Tiger Electronics
1005649,Gig
1005650,Mirrorsoft
1005651,Tecno Soft
1005652,Konami
1005653,Origin Systems
1005654,Beam Software
1005654,Melbourne House
1005655,Patrick Buckland
1005655,Casady & Greene
1005656,Activision
1005656,System 3 Software
1005657,Stephen Ruddy
1005657,Capcom
1005658,Tec Toy
1005658,MicroIllusions
1005659,Free Spirit
1005660,"SSI (Strategic Simulations, Inc.)"
1005661,"SSI (Strategic Simulations, Inc.)"
1005662,Canvas Software
1005662,GO!
1005663,U.S. Gold
1005663,"Sega Enterprises, Ltd."
1005664,Mastertronic
1005665,The Oliver Twins
1005665,Codemasters
1005666,"Binary Design, Ltd."
1005666,M.A.D.
1005667,Electric Dreams Software
1005667,"Focus Creative Enterprises Ltd., Software Studios"
1005668,Gremlin Graphics Software Ltd.
1005668,Imagitec Design
1005669,Electronic Arts
1005670,Rainbird
1005670,Silicon Software
1005671,Simon & Schuster
1005672,Software Studios
1005672,Activision
1005673,Electronic Arts
1005673,Mirage Graphics
1005674,Ocean Software
1005675,"Datasoft, Inc."
1005676,UPL
1005677,Ultimate Play the Game
1005678,Sunsoft
1005678,Nintendo
1005679,Hewson Consultants
1005680,Virgin Games
1005680,Gang of Five
1005681,Your Sinclair
1005681,Ocean Software
1005682,Hewson Consultants
1005683,The Edge
1005684,YMCAT
1005684,Dempa Shimbunsha
1005685,"Sega Enterprises, Ltd."
1005685,SEGA of Japan
1005686,Carry Lab
1005687,CTW Software Group
1005687,Hi-Tech Expressions
1005689,Infocom
1005690,"Cascade Games, Ltd."
1005691,Ocean Software
1005692,The English Software Company
1005693,Psytronik Software
1005693,Productive Playtime
1005695,Choice Software
1005695,Ocean Software
1005696,Technos Japan
1005697,ECP
1005699,Ubisoft Entertainment
1005699,(Archive) Ubi Soft Entertainment
1005700,Kingsoft
1005701,Dinamic Software
1005701,Imagine Software
1005702,Bulldog Software
1005702,Icon Design Ltd.
1005703,Future Concepts Ltd.
1005703,GO!
1005705,Champion Soft
1005707,MicroProse
1005707,"MicroProse Software, Inc."
1005708,The Bitmap Brothers
1005708,Arcadia Systems
1005710,Artec
1005710,Random House
1005711,"Sega Enterprises, Ltd."
1005712,Data East
1005712,Sega
1005714,Electronic Arts
1005714,Interplay Productions
1005715,Konami
1005716,Michael Denio
1005717,HAL Laboratory
1005717,Hyperware
1005718,Square
1005719,Konami
1005720,Data East
1005722,Bally Midway
1005722,Data East USA
1005726,Konami
1005727,Seibu Kaihatsu
1005727,Toshiba EMI
1005728,Nintendo
1005728,Pax Softnica
1005729,Micronics
1005729,Victor Musical Industries
1005733,Nintendo
1005734,Konami
1005734,Hudson Soft
1005735,Tengen
1005737,Tokai
1005737,Sunsoft
1005738,"Spectrum HoloByte, Inc."
1005739,Capcom
1005740,Sega
1005741,Tec Toy
1005741,"Sega Enterprises, Ltd."
1005742,Konami
1005742,Ocean Software
1005743,Playtronic
1005743,Rare
1005744,Taito
1005746,Taito
1005746,Taito Corporation
1005748,Taito
1005748,Ocean Software
1005749,Konami
1005750,Nihon Bussan
1005758,Konami
1005759,Bally Midway
1005760,Velocity
1005764,Data East Corporation
1005766,Seibu Kaihatsu Inc.
1005766,"Sega Enterprises, Ltd."
1005768,SunA Co.
1005772,Absolute Entertainment
1005777,Pony Canyon
1005777,Marionette
1005780,Compac Inc
1005780,Nidecom Soft
1005781,Konami
1005784,Martech Games Ltd.
1005784,Creative Reality
1005787,Compile
1005787,"Sega Enterprises, Ltd."
1005789,Bally Midway
1005790,Players Software
1005793,HAL Laboratory
1005794,Namco
1005795,Taito
1005796,Sharp
1005796,SPS
1005797,Konami
1005798,Tose
1005798,Bandai
1005799,Irem Corporation
1005799,Compile
1005800,Namco Bandai Games
1005800,Namcot
1005801,Namco
1005801,Game Studio
1005802,Konami
1005803,Enix Corporation
1005803,Chun Soft
1005804,Bandai
1005805,Tose
1005805,Bandai
1005806,Data East
1005806,Ailevo
1005807,Tec Toy
1005807,"Sega Enterprises, Ltd."
1005808,Data East
1005809,Compile
1005809,Sega
1005810,ISCO
1005811,Fujitsu Interactive
1005811,Origin Systems
1005812,Konami
1005815,Nintendo
1005815,Sunsoft
1005817,Tose
1005817,Bandai
1005818,Data East
1005818,G-mode
1005819,Soft Pro International
1005821,Virgin Games
1005821,Gang of Five
1005822,Taito
1005823,Gradiente
1005823,"Klon Co., Ltd."
1005825,Victor Interactive Software
1005827,"SSI (Strategic Simulations, Inc.)"
1005827,Andromeda Software
1005828,"Sega Enterprises, Ltd."
1005828,Sega
1005829,Nintendo
1005829,Infinity
1005830,Hudson Soft
1005831,Konami
1005832,SNK
1005833,Hudson Soft
1005833,Konami
1005835,Vic Tokai
1005836,Home Data
1005836,Konami
1005838,Data East
1005839,Distinctive Software
1005839,Accolade
1005840,Namco
1005841,Namco Bandai Games
1005841,Namco
1005844,"Sega Enterprises, Ltd."
1005845,Sun Corporation of America
1005845,Sun Electronics
1005846,Taito
1005846,SETA Corporation
1005847,"Natsume Co., Ltd."
1005847,Natsume Inc.
1005848,Advance Communication Company
1005848,Toho
1005849,Arc System Works
1005849,Technos Japan
1005850,Fujitsu Interactive
1005850,Software Resources International
1005851,Nintendo EAD
1005851,Nintendo
1005852,Jaleco
1005853,Bandai
1005853,Human Entertainment
1005854,SNK
1005856,Activision
1005859,Nihon Falcom
1005859,Victor Musical Industries
1005860,Tec Toy
1005860,HOT-B
1005862,Tose
1005862,Nintendo
1005863,Nintendo
1005863,Tose
1005864,Tecmo
1005865,Kotobuki Systems
1005866,ASCII Entertainment
1005867,Champion Soft
1005868,Silmarils
1005868,Infogrames
1005869,Compile
1005870,Silmarils
1005870,Infogrames
1005871,"Sega Enterprises, Ltd."
1005871,Sega
1005872,Champion Soft
1005874,Towa Chiki
1005875,Square
1005875,Humming Bird Soft
1005876,Bullet-Proof Software
1005880,Namco Bandai Games
1005880,Namco
1005881,Konami
1005882,UPL
1005882,Jaleco
1005883,Konami
1005884,SystemSoft
1005884,"Tokyo Shoseki Co., Ltd."
1005885,U.S. Gold
1005885,Atari Games
1005886,Sega
1005892,Compile
1005892,Sega
1005893,Epyx
1005893,U.S. Gold
1005894,Riverhillsoft
1005894,D4 Enterprise
1005895,Square
1005895,Square Enix
1005896,"ShareData, Inc."
1005896,"Softie, Inc."
1005897,Epyx
1005898,Electronic Arts
1005899,"Sega Enterprises, Ltd."
1005900,"Sega Enterprises, Ltd."
1005900,Sega
1005901,"Sega Enterprises, Ltd."
1005901,Sega
1005902,Konami
1005903,Hudson Soft
1005904,Activision
1005904,"Imagineering, Inc."
1005905,Activision
1005905,"Imagineering, Inc."
1005906,Exidy
1005908,Epyx
1005908,Palace Software
1005910,Exidy
1005912,Nintendo
1005912,Tose
1005913,Namco Bandai Games
1005915,Sun Electronics
1005915,Sunsoft
1005916,Konami
1005917,Toei Animation
1005917,Shouei System
1005919,Capcom
1005920,Atari Corporation
1005921,Namco
1005921,Grandslam Entertainments
1005922,Nihon Falcom
1005923,Nihon Falcom
1005923,XSEED Games
1005924,Namcot
1005926,Hudson Soft
1005926,Konami
1005927,Taito
1005927,Taito Corporation
1005929,Namco
1005929,Tose
1005930,Playtronic
1005930,Technos Japan
1005931,Bandai
1005932,Konami
1005933,Jaleco
1005934,Enix
1005935,SNK of America
1005935,SNK
1005937,Artdink
1005938,Superior Software Ltd.
1005938,PMC
1005939,Taito
1005939,Sega
1005940,"Sega Enterprises, Ltd."
1005940,Sega
1005941,HOT-B
1005942,Compile
1005944,System Sacom
1005944,Squaresoft
1005946,ASCII Entertainment
1005947,Nihon Falcom
1005948,Playtronic
1005948,Capcom
1005951,Zenryuutsuu
1005951,Studio Angel
1005952,Nihon Falcom
1005953,Vic Tokai
1005954,Nihon Falcom
1005955,Konami
1005956,"M2 Co.,LTD"
1005956,Bandai Namco Entertainment
1005957,Namco
1005957,Grandslam Entertainments
1005958,Technos Japan
1005958,Arc System Works
1005959,Culture Brain Excel
1005959,Culture Brain
1005960,"Sega Enterprises, Ltd."
1005960,Aicom
1005961,Sega Corporation
1005961,Team Shinobi
1005962,BrainGrey
1005962,Yutaka
1005963,Nichibutsu
1005964,Jaleco
1005965,Image Works
1005965,"Sega Enterprises, Ltd."
1005966,Activision
1005966,"Sega Enterprises, Ltd."
1005967,Beam Software
1005967,Acclaim Entertainment
1005968,Taito
1005968,Sharp
1005969,Grandslam Entertainments
1005969,Namco
1005970,Taito
1005970,Kaneko
1005971,Infocom
1005971,Compile
1005972,Soft Pro International
1005973,Konami
1005973,Hudson Soft
1005975,HAL Laboratory
1005978,SOFEL
1005979,Tose
1005979,Jaleco
1005980,Namco Limited
1005980,Namcot
1005981,Nintendo R&D1
1005981,Nintendo
1005982,Bandai
1005982,Tose
1005983,Konami
